"","date","experiment","round","assay","plate","condition","control","strain","row","col","trait","phenotype"
"108","20190318","VC_NIL",1,"a",2,"abamectin","DMSO","ECA634","G","3","mean.TOF",158.416666666667
"109","20190318","VC_NIL",1,"a",2,"abamectin","DMSO","ECA634","G","4","mean.TOF",173.840579710145
"110","20190318","VC_NIL",1,"a",2,"abamectin","DMSO","ECA634","G","5","mean.TOF",150.935897435897
"111","20190318","VC_NIL",1,"a",2,"abamectin","DMSO","ECA634","G","6","mean.TOF",149.4875
"112","20190318","VC_NIL",1,"a",2,"abamectin","DMSO","ECA634","G","7","mean.TOF",171.952380952381
"113","20190318","VC_NIL",1,"a",2,"abamectin","DMSO","ECA634","G","9","mean.TOF",182.820512820513
"114","20190318","VC_NIL",1,"a",2,"abamectin","DMSO","ECA636","H","1","mean.TOF",186.291666666667
"115","20190318","VC_NIL",1,"a",2,"abamectin","DMSO","ECA636","H","10","mean.TOF",187.125
"116","20190318","VC_NIL",1,"a",2,"abamectin","DMSO","ECA636","H","11","mean.TOF",186.063291139241
"117","20190318","VC_NIL",1,"a",2,"abamectin","DMSO","ECA636","H","2","mean.TOF",158.955555555556
"118","20190318","VC_NIL",1,"a",2,"abamectin","DMSO","ECA636","H","3","mean.TOF",185.753846153846
"119","20190318","VC_NIL",1,"a",2,"abamectin","DMSO","ECA636","H","4","mean.TOF",175.905405405405
"120","20190318","VC_NIL",1,"a",2,"abamectin","DMSO","ECA636","H","5","mean.TOF",192.706666666667
"121","20190318","VC_NIL",1,"a",2,"abamectin","DMSO","ECA636","H","6","mean.TOF",174.666666666667
"122","20190318","VC_NIL",1,"a",2,"abamectin","DMSO","ECA636","H","7","mean.TOF",170.283018867925
"123","20190318","VC_NIL",1,"a",2,"abamectin","DMSO","ECA636","H","8","mean.TOF",172.949152542373
"124","20190318","VC_NIL",1,"a",3,"DMSO","None","N2","A","1","mean.TOF",298.819444444444
"125","20190318","VC_NIL",1,"a",3,"DMSO","None","N2","A","10","mean.TOF",294.594405594406
"126","20190318","VC_NIL",1,"a",3,"DMSO","None","N2","A","11","mean.TOF",312.90092879257
"127","20190318","VC_NIL",1,"a",3,"DMSO","None","N2","A","2","mean.TOF",323.509803921569
"128","20190318","VC_NIL",1,"a",3,"DMSO","None","N2","A","3","mean.TOF",299.973597359736
"129","20190318","VC_NIL",1,"a",3,"DMSO","None","N2","A","4","mean.TOF",299.538461538462
"130","20190318","VC_NIL",1,"a",3,"DMSO","None","N2","A","5","mean.TOF",323.026058631922
"131","20190318","VC_NIL",1,"a",3,"DMSO","None","N2","A","6","mean.TOF",317.820276497696
"132","20190318","VC_NIL",1,"a",3,"DMSO","None","N2","A","7","mean.TOF",308.0625
"133","20190318","VC_NIL",1,"a",3,"DMSO","None","N2","A","8","mean.TOF",273.961290322581
"134","20190318","VC_NIL",1,"a",3,"DMSO","None","N2","A","9","mean.TOF",312.547058823529
"135","20190318","VC_NIL",1,"a",3,"DMSO","None","CB4856","B","1","mean.TOF",280.022408963585
"136","20190318","VC_NIL",1,"a",3,"DMSO","None","CB4856","B","10","mean.TOF",281.521850899743
"137","20190318","VC_NIL",1,"a",3,"DMSO","None","CB4856","B","11","mean.TOF",243.927444794953
"138","20190318","VC_NIL",1,"a",3,"DMSO","None","CB4856","B","2","mean.TOF",230.5
"139","20190318","VC_NIL",1,"a",3,"DMSO","None","CB4856","B","4","mean.TOF",241
"140","20190318","VC_NIL",1,"a",3,"DMSO","None","CB4856","B","5","mean.TOF",240.140510948905
"141","20190318","VC_NIL",1,"a",3,"DMSO","None","CB4856","B","6","mean.TOF",224.664
"142","20190318","VC_NIL",1,"a",3,"DMSO","None","CB4856","B","7","mean.TOF",244.220443349754
"143","20190318","VC_NIL",1,"a",3,"DMSO","None","CB4856","B","8","mean.TOF",234.133027522936
"144","20190318","VC_NIL",1,"a",3,"DMSO","None","CB4856","B","9","mean.TOF",275.842233009709
"145","20190318","VC_NIL",1,"a",3,"DMSO","None","ECA629","E","10","mean.TOF",232.418300653595
"146","20190318","VC_NIL",1,"a",3,"DMSO","None","ECA629","E","11","mean.TOF",253.445595854922
"147","20190318","VC_NIL",1,"a",3,"DMSO","None","ECA629","E","3","mean.TOF",264.613360323887
"148","20190318","VC_NIL",1,"a",3,"DMSO","None","ECA629","E","4","mean.TOF",250.981481481481
"149","20190318","VC_NIL",1,"a",3,"DMSO","None","ECA629","E","5","mean.TOF",250.888157894737
"150","20190318","VC_NIL",1,"a",3,"DMSO","None","ECA629","E","6","mean.TOF",248.843450479233
"151","20190318","VC_NIL",1,"a",3,"DMSO","None","ECA629","E","7","mean.TOF",248.316301703163
"152","20190318","VC_NIL",1,"a",3,"DMSO","None","ECA629","E","8","mean.TOF",250.190600522193
"153","20190318","VC_NIL",1,"a",3,"DMSO","None","ECA629","E","9","mean.TOF",267.370646766169
"154","20190318","VC_NIL",1,"a",3,"DMSO","None","ECA632","F","10","mean.TOF",251.296703296703
"155","20190318","VC_NIL",1,"a",3,"DMSO","None","ECA632","F","11","mean.TOF",272.1328125
"156","20190318","VC_NIL",1,"a",3,"DMSO","None","ECA632","F","2","mean.TOF",272.019323671498
"157","20190318","VC_NIL",1,"a",3,"DMSO","None","ECA632","F","3","mean.TOF",254.592592592593
"158","20190318","VC_NIL",1,"a",3,"DMSO","None","ECA632","F","4","mean.TOF",274.523465703971
"159","20190318","VC_NIL",1,"a",3,"DMSO","None","ECA632","F","5","mean.TOF",270.325757575758
"160","20190318","VC_NIL",1,"a",3,"DMSO","None","ECA632","F","6","mean.TOF",256.027906976744
"161","20190318","VC_NIL",1,"a",3,"DMSO","None","ECA632","F","7","mean.TOF",253.802197802198
"162","20190318","VC_NIL",1,"a",3,"DMSO","None","ECA632","F","8","mean.TOF",277.996978851964
"163","20190318","VC_NIL",1,"a",3,"DMSO","None","ECA632","F","9","mean.TOF",266.456081081081
"164","20190318","VC_NIL",1,"a",3,"DMSO","None","ECA634","G","1","mean.TOF",253.259541984733
"165","20190318","VC_NIL",1,"a",3,"DMSO","None","ECA634","G","10","mean.TOF",269.90625
"166","20190318","VC_NIL",1,"a",3,"DMSO","None","ECA634","G","11","mean.TOF",238
"167","20190318","VC_NIL",1,"a",3,"DMSO","None","ECA634","G","2","mean.TOF",255.325342465753
"168","20190318","VC_NIL",1,"a",3,"DMSO","None","ECA634","G","3","mean.TOF",255.335984095427
"169","20190318","VC_NIL",1,"a",3,"DMSO","None","ECA634","G","4","mean.TOF",271.681632653061
"170","20190318","VC_NIL",1,"a",3,"DMSO","None","ECA634","G","5","mean.TOF",267.644329896907
"171","20190318","VC_NIL",1,"a",3,"DMSO","None","ECA634","G","6","mean.TOF",243.96835443038
"172","20190318","VC_NIL",1,"a",3,"DMSO","None","ECA634","G","7","mean.TOF",247.747826086957
"173","20190318","VC_NIL",1,"a",3,"DMSO","None","ECA634","G","8","mean.TOF",256.081632653061
"174","20190318","VC_NIL",1,"a",3,"DMSO","None","ECA634","G","9","mean.TOF",266.577358490566
"175","20190318","VC_NIL",1,"a",3,"DMSO","None","ECA636","H","1","mean.TOF",233.507418397626
"176","20190318","VC_NIL",1,"a",3,"DMSO","None","ECA636","H","10","mean.TOF",262.179775280899
"177","20190318","VC_NIL",1,"a",3,"DMSO","None","ECA636","H","11","mean.TOF",251.33125
"178","20190318","VC_NIL",1,"a",3,"DMSO","None","ECA636","H","2","mean.TOF",226.860606060606
"179","20190318","VC_NIL",1,"a",3,"DMSO","None","ECA636","H","3","mean.TOF",252.914746543779
"180","20190318","VC_NIL",1,"a",3,"DMSO","None","ECA636","H","4","mean.TOF",253.772727272727
"181","20190318","VC_NIL",1,"a",3,"DMSO","None","ECA636","H","5","mean.TOF",279.639072847682
"182","20190318","VC_NIL",1,"a",3,"DMSO","None","ECA636","H","6","mean.TOF",280.145652173913
"183","20190318","VC_NIL",1,"a",3,"DMSO","None","ECA636","H","7","mean.TOF",269.337209302326
"184","20190318","VC_NIL",1,"a",3,"DMSO","None","ECA636","H","8","mean.TOF",253.034482758621
"185","20190318","VC_NIL",1,"a",3,"DMSO","None","ECA636","H","9","mean.TOF",269.795013850416
"186","20190318","VC_NIL",1,"a",4,"abamectin","DMSO","N2","A","1","mean.TOF",175.212121212121
"187","20190318","VC_NIL",1,"a",4,"abamectin","DMSO","N2","A","10","mean.TOF",150.810810810811
"188","20190318","VC_NIL",1,"a",4,"abamectin","DMSO","N2","A","11","mean.TOF",148.962264150943
"189","20190318","VC_NIL",1,"a",4,"abamectin","DMSO","N2","A","2","mean.TOF",136.592592592593
"190","20190318","VC_NIL",1,"a",4,"abamectin","DMSO","N2","A","3","mean.TOF",147.505494505495
"191","20190318","VC_NIL",1,"a",4,"abamectin","DMSO","N2","A","4","mean.TOF",143.347826086957
"192","20190318","VC_NIL",1,"a",4,"abamectin","DMSO","N2","A","5","mean.TOF",141.478260869565
"193","20190318","VC_NIL",1,"a",4,"abamectin","DMSO","N2","A","6","mean.TOF",136
"194","20190318","VC_NIL",1,"a",4,"abamectin","DMSO","N2","A","7","mean.TOF",154.2
"195","20190318","VC_NIL",1,"a",4,"abamectin","DMSO","N2","A","8","mean.TOF",125.392857142857
"196","20190318","VC_NIL",1,"a",4,"abamectin","DMSO","N2","A","9","mean.TOF",140.551020408163
"197","20190318","VC_NIL",1,"a",4,"abamectin","DMSO","CB4856","B","1","mean.TOF",152.221153846154
"198","20190318","VC_NIL",1,"a",4,"abamectin","DMSO","CB4856","B","10","mean.TOF",174.65
"199","20190318","VC_NIL",1,"a",4,"abamectin","DMSO","CB4856","B","11","mean.TOF",176.552845528455
"200","20190318","VC_NIL",1,"a",4,"abamectin","DMSO","CB4856","B","2","mean.TOF",157.955882352941
"201","20190318","VC_NIL",1,"a",4,"abamectin","DMSO","CB4856","B","3","mean.TOF",160.554621848739
"202","20190318","VC_NIL",1,"a",4,"abamectin","DMSO","CB4856","B","4","mean.TOF",189.38578680203
"203","20190318","VC_NIL",1,"a",4,"abamectin","DMSO","CB4856","B","5","mean.TOF",195.783333333333
"204","20190318","VC_NIL",1,"a",4,"abamectin","DMSO","CB4856","B","6","mean.TOF",150.014388489209
"205","20190318","VC_NIL",1,"a",4,"abamectin","DMSO","CB4856","B","7","mean.TOF",166.462068965517
"206","20190318","VC_NIL",1,"a",4,"abamectin","DMSO","CB4856","B","8","mean.TOF",163.08024691358
"207","20190318","VC_NIL",1,"a",4,"abamectin","DMSO","CB4856","B","9","mean.TOF",172.7421875
"208","20190318","VC_NIL",1,"a",4,"abamectin","DMSO","ECA629","E","1","mean.TOF",143.122448979592
"209","20190318","VC_NIL",1,"a",4,"abamectin","DMSO","ECA629","E","10","mean.TOF",167.012658227848
"210","20190318","VC_NIL",1,"a",4,"abamectin","DMSO","ECA629","E","11","mean.TOF",141.258064516129
"211","20190318","VC_NIL",1,"a",4,"abamectin","DMSO","ECA629","E","2","mean.TOF",152.069444444444
"212","20190318","VC_NIL",1,"a",4,"abamectin","DMSO","ECA629","E","3","mean.TOF",157.827586206897
"213","20190318","VC_NIL",1,"a",4,"abamectin","DMSO","ECA629","E","4","mean.TOF",160.9
"214","20190318","VC_NIL",1,"a",4,"abamectin","DMSO","ECA629","E","6","mean.TOF",139.355555555556
"215","20190318","VC_NIL",1,"a",4,"abamectin","DMSO","ECA629","E","7","mean.TOF",149.8125
"216","20190318","VC_NIL",1,"a",4,"abamectin","DMSO","ECA629","E","8","mean.TOF",151.2
"217","20190318","VC_NIL",1,"a",4,"abamectin","DMSO","ECA629","E","9","mean.TOF",158.933333333333
"218","20190318","VC_NIL",1,"a",4,"abamectin","DMSO","ECA632","F","1","mean.TOF",166.9125
"219","20190318","VC_NIL",1,"a",4,"abamectin","DMSO","ECA632","F","10","mean.TOF",144.967741935484
"220","20190318","VC_NIL",1,"a",4,"abamectin","DMSO","ECA632","F","11","mean.TOF",171.27380952381
"221","20190318","VC_NIL",1,"a",4,"abamectin","DMSO","ECA632","F","2","mean.TOF",152.761904761905
"222","20190318","VC_NIL",1,"a",4,"abamectin","DMSO","ECA632","F","3","mean.TOF",156.945205479452
"223","20190318","VC_NIL",1,"a",4,"abamectin","DMSO","ECA632","F","4","mean.TOF",181.943396226415
"224","20190318","VC_NIL",1,"a",4,"abamectin","DMSO","ECA632","F","5","mean.TOF",190.969696969697
"225","20190318","VC_NIL",1,"a",4,"abamectin","DMSO","ECA632","F","6","mean.TOF",169.047619047619
"226","20190318","VC_NIL",1,"a",4,"abamectin","DMSO","ECA632","F","7","mean.TOF",159.882352941176
"227","20190318","VC_NIL",1,"a",4,"abamectin","DMSO","ECA632","F","8","mean.TOF",181.359550561798
"228","20190318","VC_NIL",1,"a",4,"abamectin","DMSO","ECA632","F","9","mean.TOF",168.969696969697
"229","20190318","VC_NIL",1,"a",4,"abamectin","DMSO","ECA634","G","1","mean.TOF",182.377777777778
"230","20190318","VC_NIL",1,"a",4,"abamectin","DMSO","ECA634","G","10","mean.TOF",171.965517241379
"231","20190318","VC_NIL",1,"a",4,"abamectin","DMSO","ECA634","G","11","mean.TOF",165.270833333333
"232","20190318","VC_NIL",1,"a",4,"abamectin","DMSO","ECA634","G","2","mean.TOF",169.141176470588
"233","20190318","VC_NIL",1,"a",4,"abamectin","DMSO","ECA634","G","3","mean.TOF",156.125
"234","20190318","VC_NIL",1,"a",4,"abamectin","DMSO","ECA634","G","4","mean.TOF",147.142857142857
"235","20190318","VC_NIL",1,"a",4,"abamectin","DMSO","ECA634","G","5","mean.TOF",156.634146341463
"236","20190318","VC_NIL",1,"a",4,"abamectin","DMSO","ECA634","G","7","mean.TOF",151.172413793103
"237","20190318","VC_NIL",1,"a",4,"abamectin","DMSO","ECA634","G","8","mean.TOF",166.292682926829
"238","20190318","VC_NIL",1,"a",4,"abamectin","DMSO","ECA634","G","9","mean.TOF",181.6
"239","20190318","VC_NIL",1,"a",4,"abamectin","DMSO","ECA636","H","1","mean.TOF",180.32
"240","20190318","VC_NIL",1,"a",4,"abamectin","DMSO","ECA636","H","10","mean.TOF",182.233766233766
"241","20190318","VC_NIL",1,"a",4,"abamectin","DMSO","ECA636","H","11","mean.TOF",186.025641025641
"242","20190318","VC_NIL",1,"a",4,"abamectin","DMSO","ECA636","H","2","mean.TOF",175.38
"243","20190318","VC_NIL",1,"a",4,"abamectin","DMSO","ECA636","H","3","mean.TOF",183.745098039216
"244","20190318","VC_NIL",1,"a",4,"abamectin","DMSO","ECA636","H","4","mean.TOF",171.340425531915
"245","20190318","VC_NIL",1,"a",4,"abamectin","DMSO","ECA636","H","5","mean.TOF",190.14953271028
"246","20190318","VC_NIL",1,"a",4,"abamectin","DMSO","ECA636","H","6","mean.TOF",199.4
"247","20190318","VC_NIL",1,"a",4,"abamectin","DMSO","ECA636","H","7","mean.TOF",159.15625
"248","20190318","VC_NIL",1,"a",4,"abamectin","DMSO","ECA636","H","8","mean.TOF",158.1
"249","20190318","VC_NIL",1,"a",4,"abamectin","DMSO","ECA636","H","9","mean.TOF",177.86170212766
"250","20190318","VC_NIL",1,"a",1,"DMSO","None","N2","A","1","mean.EXT",781.311965811966
"251","20190318","VC_NIL",1,"a",1,"DMSO","None","N2","A","10","mean.EXT",749.303797468354
"252","20190318","VC_NIL",1,"a",1,"DMSO","None","N2","A","11","mean.EXT",755.408866995074
"253","20190318","VC_NIL",1,"a",1,"DMSO","None","N2","A","2","mean.EXT",752.248868778281
"254","20190318","VC_NIL",1,"a",1,"DMSO","None","N2","A","3","mean.EXT",802.32
"255","20190318","VC_NIL",1,"a",1,"DMSO","None","N2","A","4","mean.EXT",687.837398373984
"256","20190318","VC_NIL",1,"a",1,"DMSO","None","N2","A","5","mean.EXT",729.016483516484
"257","20190318","VC_NIL",1,"a",1,"DMSO","None","N2","A","6","mean.EXT",745.747422680412
"258","20190318","VC_NIL",1,"a",1,"DMSO","None","N2","A","7","mean.EXT",782.472140762463
"259","20190318","VC_NIL",1,"a",1,"DMSO","None","N2","A","8","mean.EXT",805.621686746988
"260","20190318","VC_NIL",1,"a",1,"DMSO","None","N2","A","9","mean.EXT",765.744623655914
"261","20190318","VC_NIL",1,"a",1,"DMSO","None","CB4856","B","1","mean.EXT",747.415178571429
"262","20190318","VC_NIL",1,"a",1,"DMSO","None","CB4856","B","10","mean.EXT",729.497854077253
"263","20190318","VC_NIL",1,"a",1,"DMSO","None","CB4856","B","11","mean.EXT",714.010989010989
"264","20190318","VC_NIL",1,"a",1,"DMSO","None","CB4856","B","2","mean.EXT",698.983944954128
